Student Contributor Name,Address,Zip Code,Price Sold,Date Sold,Number of Bedrooms,Number of Bathrooms (add 0.5 for a half bath),Year Built,Squared Feet,Lot size (in sqft),Number of Parking Spots
Jessie Beyrer,"3877 Doris Dr, Okeana, OH",45053,133000,7/26/1996,3,2.5,1979,"1,276",241322.4,NA
Jessie Beyrer,"7664 Mary Ln, Okeana, OH",45053,147000,5/22/1995,3,2,1979,"1,500",227818.8,NA
Jessie Beyrer,"4131 Patty Dr, Okeana, OH",45053,188500,3/5/2012,3,2,1979,"1,514",231303.6,2
Bhargav Sreepathi,"543 Amberacres Dr APT 404, Cincinnati, OH",45237,235000,11/20/2023,2,2,1979,1519,NA,1
Sergio Mateo,5012 Clarevalley Dr,45238,260000,9/8/2023,3,3,1979,1812,8189.28,2
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"1219 Village Glen Dr, Batavia, OH",45103,272000,1/9/2024,3,3,1979,1576,12196.8,2
Srikar Kudumula,"923 Belsage Ct, Cincinnati, OH",45231,290000,1/15/2024,4,3,1979,2380,11325.6,2
Surya Sanjay Bandari,"923 Belsage Ct, Cincinnati, OH ",45231,290000,1/15/2024,4,3,1979,2380,4760,2
Jayavardhan Reddy Mallu,"923 Belsage Ct, Cincinnati, OH",45231,290000,1/15/2024,4,3,1979,"2,380",11325.6,2
Aditya Raj Singhal,"4913 Jerry Dr, Shepherdsville, KY",40165,297000,1/12/2024,3,2,1979,"2,500",15246,2
Zachary Durst,"1863 Laurel Farms Ln, New Richmond, OH",45157,375000,11/15/2023,4,3,1979,3218,217800,4
Jessie Beyrer,"7676 Lorraine Dr, Okeana, OH",45053,55605,1/1/2000,3,2,1980,"2,324",224334,NA
Ramvyasa Thavasiraj,"16 Graham Ave, London, OH",43140,149900,1/2/2024,3,1,1980,1100,6098,1
Srikar Kudumula,"16 Graham Ave, London, OH",43140,149900,1/2/2024,3,1,1980,1100,6098,1
Adapa Veda Supraja,"16 Graham Ave, London, OH",43140,149900,1/2/2024,3,1,1980,1100,6098,1
Jessie Beyrer,"3821 Lainey Dr, Okeana, OH",45053,167500,9/11/2013,3,2,1980,"1,996",219978,NA
William Treutel,"5644 Springdale Rd, Cincinnati, OH",45251,178000,11/27/2023,2,2,1980,1150,,1
Bhargav Sreepathi,"5644 Springdale Rd, Cincinnati, OH",45251,178000,11/27/2023,2,2,1980,1150,NA,1
Jessie Beyrer,"7768 Lorraine Dr, Okeana, OH",45053,205000,5/23/2016,3,3,1980,"1,504",230432.4,NA
Bhargav Sreepathi,"56 S Woodlyn Dr, Cincinnati, OH",45230,230000,11/29/2023,3,2.5,1980,1480,NA,0
Jessie Beyrer,"4145 Patty Dr, Okeana, OH",45053,437000,1/4/2021,4,4,1980,"3,203",223462.8,6
David Dickens,"7225 Camargowoods Dr, Cincinnati, OH",45243,445000,8/27/2021,4,3,1980,2331,117611,2
Adapa Veda Supraja,"415 Bond Pl UNIT 8-D, Cincinnati, OH",45206,551900,12/7/2023,3,2,1980,1741,NA,1
Jadyn Bauss,"7414 Ayers Rd, Cincinnati, OH",45255,585000,12/29/2023,4,5,1980,"3,727","43,560",3
Manan Sharma,"8380 Cottonwood Dr, Cincinnati, OH",45231,605000,8/11/2021,NA,NA,1981,NA,24829,14
Lokesh Rudravalambi Suresh,"2756 Cranbrook Dr, Cincinnati",45251,241000,12/22/2023,4,2,1982,1500,7710,1
Zachary Durst,"1953 West Rd, New Richmond, OH",45157,335000,10/10/2023,2,1,1982,1507,201247.2,2
Aditya Raj Singhal,"4561 E Hadley Rd, Mooresville, IN",46158,415500,1/8/2024,4,4,1982,"3,056",131115.6,4
Nishit Raj,"7231 Southpointe Dr, Cincinnati, OH 45233",45233,515000,11/9/2023,4,3,1982,2400,43560,2
Ishaan Chaudhari,"940 Smith Rd, South Webster",45682,520000,11/8/2021,4,2,1982,2704,6969600,4
Anil Palazzo,"3004 Glenmore Ave UNIT 314, Cincinnati, OH",45238,90000,1/11/2024,2,1,1983,882,N/A,3
Catherine Ngothi,"3004 Glenmore Ave UNIT 314 Cincinnati, OH",45238,90000,1/11/2024,2,1,1983,882,N/A,3
Jameson Zink,"3004 Glenmore Ave UNIT 314,Cincinnati,OH",45238,90000,1/11/2024,2,1,1983,882,NA,3
Ranjay Bose,"3004 Glenmore Ave UNIT 314,Cincinnati,OH",45238,90000,1/11/2024,2,1,1983,882,N/A,3
Caylee Rosa,"1068 Albany Ter, Cincinnati, OH",45224,140000,11/20/2023,3,1.5,1983,"1,276","7,492",2
Nicole Baker,"9351 Dick Rd, Harrison, OH",45030,310000,8/21/2023,3,2,1983,1512,37461,2
Aditya Raj Singhal,"700 Harwick St, Westerville, OH",43081,487000,1/10/2024,4,3,1983,"3,303",10890,2
Nikhita Veluri,"1790 Woodpine Ln, Cincinnati, OH",45255,515000,12/29/2023,4,3.5,1983,2700,32670,2
Georgia Croci,"2565 Handasyde Avenue, Cincinnati OH",45208,983750,12/20/2023,4,3,1983,3032,31798,2
Bhargav Sreepathi,"547 Davis Rd APT 3, Cincinnati, OH",45255,134000,11/17/2023,2,2,1984,1035,NA,NA
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"21 Boundry St, Batavia, OH",45103,170000,1/12/2024,3,3,1984,1248,670.82,NA
Sai Shivani Aahwanika Maddi Lakshmi,"15 Greenhouse Ln, Cincinnati, OH",45209,399000,12/12/2023,2,3,1984,"1,741",NA,1
Manan Sharma,"10450 Owl Creek Rd, Cincinnati, OH",45252,600000,12/6/2022,4,4,1984,1584,1085079,2
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"16 Tidewater Trce, Batavia, OH",45103,155000,1/10/2024,2,2,1985,1224,627.26,NA
Surya Sanjay Bandari,"3221 Paprika Ct, Cincinnati, OH ",45251,237500,12/29/2023,3,2,1985,1368,10345,1
Nikhita Veluri,"7453 Kingstonhill Ct, Cincinnati, OH",45255,465000,9/1/2023,4,2.5,1985,2348,50965,2
Pimlapas Kumkerd,"1544 W Galbraith Rd UNIT 107, Cincinnati, OH",45231,90000,1/3/2024,2,2,1986,954,,3
Surya Sanjay Bandari,"1544 W Galbraith Rd UNIT 107, Cincinnati, OH ",45231,90000,1/3/2024,2,2,1986,954,1880,3
Jayavardhan Reddy Mallu,"5936 Harrison Ave UNIT 23, Cincinnati, OH",45248,130000,1/10/2024,2,2,1986,"1,012",N/A,N/A
Srikar Kudumula,"314 Sherman Ave, London, OH",43140,175000,11/27/2023,4,1,1986,1142,9147,2
Ishaan Chaudhari,"6348 Banta Ct, Indianapolis, IN",46227,235000,1/12/2024,3,3,1986,1900,11325.6,2
Nicole Baker,"10576 New Biddinger Rd, Harrison, OH",45030,244900,9/8/2023,2,2,1986,1536,56628,2
Bhargav Sreepathi,"1514 Cohasset Dr, Cincinnati, OH",45255,245000,11/22/2023,3,4,1986,1503,18295.2,2
Aditya Raj Singhal,"1031 Merle Ct, Hamilton, OH",45013,257000,1/11/2024,3,2,1986,2308,13068,NA
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"1190 Cedar Run Ct, Batavia, OH",45103,288900,12/21/2023,3,3,1986,1402,15246,NA
Hrishikesh Anil Patil,"5146 Clareridge Ct, Cincinnati, OH",45238,312500,10/2/2023,4,3,1986,NA,14000,2
Hrishikesh Anil Patil,"121 Clarebluff Ct, Cincinnati, OH",45238,314500,11/14/2023,4,4,1986,2492,7927,2
Aditya Raj Singhal,"1500 Becker Dr, Fairfield, OH",45014,380000,1/11/2024,4,3,1986,"2,148",13068,2
Archana Basnett,"1942 Rusticwood Ln, Cincinnati, OH",45255,414000,11/15/2023,4,3.5,1986,2134,15681.6,2
Nikhita Veluri,"7231 Southpointe Dr, Cincinnati, OH",45233,515000,11/9/2023,4,2.5,1986,2400,46173,2
Sai Shivani Aahwanika Maddi Lakshmi,"3768 Sherbrooke Dr, Cincinnati, OH",45241,600000,1/16/2024,4,4,1986,"4,668","27,878",2
Sai Shivani Aahwanika Maddi Lakshmi,"5511 Samstone Ct, Blue Ash, OH",45242,675000,1/15/2024,4,4,1986,"2,764",16552.8,2
Georgia Croci,"1034 Saint Paul Place, Cincinnati OH",45202,750000,12/15/2023,2,4,1986,1900,3484,2
Hunter Jessee,"104 Hetherington Ln, Cincinnati, OH",45246,792500,12/18/2023,4,5,1986,4001,43995,3
Nicole Baker,"104 Hetherington Ln, Cincinnati, OH",45246,792500,12/18/2023,4,5,1986,4001,43560,3
Ajay Mahato,"9552 Woodstate Dr, Cincinnati, OH",45215,180000,1/8/2024,3,4,1987,1400,,3
Anil Palazzo,"9552 Woodstate Dr, Cincinnati, OH",45251,180000,1/8/2024,3,4,1987,"1,400",17424,3
Pimlapas Kumkerd,"9552 Woodstate Dr, Cincinnati, OH",45251,180000,1/8/2024,3,4,1987,"1,400",,3
Ranjay Bose,"9552 Woodstate Dr,Cincinnati,OH",45251,180000,1/8/2024,3,4,1987,1400,0.4,3
William Treutel,"9552 Woodstate Dr, Cincinnati, OH",45251,180000,1/8/2024,3,4,1987,1400,17424,3
Jessie Beyrer,"4038 Schoenling Rd, Okeana, OH",45053,212000,7/18/1997,3,2.5,1987,"2,366",218235.6,NA
Aditya Raj Singhal,"6001 Larkgrove Dr, Louisville, KY",40229,219900,1/12/2024,4,2,1987,"1,670",9147,NA
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"4598 Muirridge Ct, Batavia, OH",45103,244554,12/29/2024,4,2,1987,1740,19602,NA
Heather Stoffer,"9530 Ambleside Dr, West Chester, OH ",45241,255000,8/7/2017,4,3,1987,"2,418","19,166",2
Heather Stoffer,"947 Duxbury Ct, Cincinnati, OH ",45255,256000,10/29/2010,4,2.5,1987,"2,254","20,909",2
Matt Guido,4045 Timber Creek,45245,280000,12/27/2023,3,2,1987,1176,19602,1
Rachael Rahe,"766 Laverty Ln, Cincinnati, OH",45230,430000,5/3/2021,4,4,1987,3131,129808.8,3
Heather Stoffer,"9476 Ambleside Dr, West Chester, OH",45241,480000,8/1/2023,5,4,1987,"2,782","19,166",2
Nikhita Veluri,"7417 Deer Run Ln, Cincinnati, OH",45233,517000,12/7/2023,4,3.5,1987,4000,111513,2
Adapa Veda Supraja,"7417 Deer Run Ln, Cincinnati, OH",45233,528400,12/7/2023,4,5,1987,"4,000",2.56Acres,2
Hunter Jessee,"9823 Villageview Ct, Cincinnati, Ohio",45241,550000,12/19/2023,3,4,1987,3000,10541,2
Kijung Lee,"9823 Villageview Ct, Cincinnati, OH",45241,550000,12/19/2023,3,4,1987,3000,10541,NA
Heather Stoffer,"8453 Greenleaf Dr, Cincinnati, OH ",45255,572500,12/15/2023,4,3,1987,"3,168","51,836",2
Stewart Shumrick,867 Markley Woods Way,45230,581000,12/6/2023,4,4,1987,2776,20037.6,2
Kory Bailey,"3309 Carpenters Creek Dr, Cincinnati, OH",45241,630000,12/12/2023,4,3.5,1987,2728,23086,0
Hunter Jessee,"3309 Carpenters Creek Dr, Cincinnati, OH",45241,639800,12/12/2023,4,4,1987,2728,23086,2
Aditya Raj Singhal,"10815 Seascape Ct, Indianapolis, IN",46256,1320000,1/8/2024,5,5,1987,"6,887",21780,4
He Yang,"7311 Indian Hill Rd, Cincinnati, OH",45243,1609000,1/8/2014,5,6,1987,5758,87991,5
Aditya Raj Singhal,"7311 Indian Hill Rd, Cincinnati, OH",45243,1610000,1/8/2024,5,6,1987,"5,758",87991.2,5
Catherine Ngothi,"7844 Gapstow Brg #303, Cincinnati, OH",45231,269900,1/5/2024,3,3,1988,1848,N/A,No data
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"1183 Cedar Run Ct, Batavia, OH",45103,331000,12/22/2023,4,3,1988,2016,10149,2
Sai Shivani Aahwanika Maddi Lakshmi,"12041 Legacy Ct, Cincinnati, OH",45241,374900,1/12/2024,3,3,1988,"1,974","2,874",2
Dominic DiSalvo,"11945 Stonequarry Ct, Cincinnati, OH",45251,426500,7/3/2023,3,3.5,1988,"2,240",56192.4,2
Nicole Baker,"4408 Hubble Rd, Cincinnati, OH",45247,600000,4/26/2022,4,4,1988,2868,87120,2
Manan Sharma,"9895 Kittywood Dr, Cincinnati, OH",45252,611000,8/7/2023,3,2.5,1988,2707,73616,2
Zachary Durst,"1120 Crooked Creek Ln, New Richmond, OH",45157,615000,10/27/2023,4,2,1988,2987,217800,2
Georgia Croci,"6310 Spyglassridge Drive, Cincinnati OH",45230,792000,11/16/2023,5,4.5,1988,3656,47044,3
Rachael Rahe,"580 Chaswil Dr, Cincinnati, OH",45255,2400000,3/30/2021,7,7,1988,7541,393346.8,4
Srikar Kudumula,"14 Thorn Locust Ln, London, OH",43140,32000,1/5/2024,3,1,1989,952,5227,2
Jessie Beyrer,"7726 Lorraine Dr, Okeana, OH",45053,63497,1/1/2000,4,2.5,1989,"2,374",226947.6,NA
Surya Sanjay Bandari,"1674 Emerald Glade Ln, Cincinnati, OH",45255,197750,1/5/2024,2,4,1989,1992,3997,1
Ishaan Chaudhari,"5160 Deer Creek Ct, Indianapolis, IN",46254,238000,1/12/2024,3,2,1989,1530,20037.6,2
Bhargav Sreepathi,"10 Hampton Ct, Cincinnati, OH",45208,275000,11/17/2023,4,4,1989,2804,NA,2
Shreyas Nadig,"251 Hastings St, Cincinnati",45219,290000,8/29/2023,2,2.5,1989,"1,360",1360,2
Dwijesh Bharadwaj Kuppahalli Krishnamurthy,"251 Hastings St, Cincinnati, OH",45219,290000,8/29/2023,2,2.5,1989,1360,,2
Jadyn Bauss,"5844 Squirrelsnest Ln, Cincinnati, OH",45252,465000,12/29/2023,4,3,1989,"2,174","43,995.60",2
Surya Sanjay Bandari,"5844 Squirrelsnest Ln, Cincinnati, OH ",45252,465000,12/29/2023,4,3,1989,2174,5439,2
Nikhil Sai Kumar Runku,"5844 Squirrelsnest Ln, Cincinnati, OH ",45252,465000,12/29/2023,4,3,1989,2174,5439,2
Heather Stoffer,"6341 Spyglassridge Dr, Cincinnati, OH",45230,759000,10/31/2022,4,5,1989,"4,975","43,560",3
Georgia Croci,"10 Hampton Court, Cincinnati OH",45208,1285000,11/17/2023,4,4,1989,2804,10890,2
David Dickens,"8150 Ravenswalk Ln, Cincinnati, OH",45243,1600000,10/26/2023,6,6,1989,7992,159429,3
Bhargav Sreepathi,"1135 Wittshire Ln #146, Cincinnati, OH",45255,250000,11/22/2023,2,2,1990,1199,30056.4,1
Bhargav Sreepathi,"3018 Autumnridge Dr, Cincinnati, OH",45251,265000,11/21/2023,3,2,1990,1432,37897.2,0
David Dickens,"3429 Cornell Pl, Cincinnati, OH",45220,284700,2/26/2021,2,3,1990,2043,3963,1
Mark Manibusan,1016 Clifton Hills Ave,45220,460000,11/21/2019,4,5,1990,4526,7802,2
Heather Stoffer,"9328 Ambleside Dr West Chester, OH",45241,475000,11/9/2023,5,4,1990,"3,697","17,424",2
Manan Sharma,"5211 Stonetrace Dr, Cincinnati, OH",45251,565000,10/3/2022,4,3,1990,2363,117612,3
Rachael Rahe,"4031 Clifton Ridge Dr, Cincinnati, OH",45220,565000,3/8/2022,5,5,1990,4602,15681.6,2
Pimlapas Kumkerd,"640 Athens Ave, Cincinnati, OH",45226,637000,12/22/2023,3,3,1990,"2,837","7,753",2
Manan Sharma,"11633 Bank Rd, Cincinnati, OH",45251,849000,5/18/2022,5,4,1990,4192,226947,3
Jessie Beyrer,"3826 Doris Dr, Okeana, OH",45053,24000,9/1/1991,4,2.5,1991,"2,773",218671.2,2
Jameson Zink,"7909 Cheviot Rd UNIT 18,Cincinnati,OH",45247,170000,1/12/2024,2,3,1991,2400,32234.4,1
Ranjay Bose,"7909 Cheviot Rd UNIT 18,Cincinnati,OH",45247,170000,1/12/2024,2,3,1991,2400,0.74,1
Lokesh Rudravalambi Suresh,"7909 Cheviot Rd UNIT 18, Cincinnati",45247,170000,1/12/2024,2,3,1991,2400,15234.4,1
Jayavardhan Reddy Mallu,"7909 Cheviot Rd UNIT 18, Cincinnati, OH",45247,170000,1/12/2024,2,3,"1,991","2,400",N/A,1
Derek Schult,6327 Birchdale Ct,45230,195000,10/13/2023,3,2,1991,1639,10410,4
Aditya Raj Singhal,"2743 Conestoga St, Springfield, OH",45503,275000,1/8/2024,3,3,1991,"1,200",8276,2
Jessie Beyrer,"3921 Dee Dr, Okeana, OH",45053,294900,12/7/2016,4,3,1991,"2,374",218235.6,NA
Surya Sanjay Bandari,"1125 Waycross Rd, Cincinnati, OH ",45240,300000,12/29/2023,4,3,1991,1390,7765,N/A
Aditya Raj Singhal,"6955 Devon Dr, Liberty Township, OH",45044,330000,1/10/2024,4,3,1991,2242,17424,2
Jessie Beyrer,"3871 Lainey Dr, Okeana, OH",45053,362500,9/2/2003,4,3.5,1991,"2,284",223462.8,NA
Jadyn Bauss,"3435 Golden Ave unit 804, Cincinnati, OH",45226,363000,11/29/2023,2,2,1991,"1,394",N/A,2
Manan Sharma,"5922 Squirrelsnest Ln, Cincinnati, OH",45252,550000,7/17/2023,4,3,1991,3306,44866,3
Manan Sharma,"10971 Colerain Ave, Cincinnati, OH",45252,555000,11/22/2023,5,4,1991,4075,213008,3
Dominic DiSalvo,"10971 Colerain Ave, Cincinnati, OH",45252,555000,11/22/2023,5,3.5,1991,"4,075",213008.4,3
Manan Sharma,"9846 Kittywood Dr, Cincinnati, OH",45252,700000,5/26/2022,4,5,1991,5631,52707,3
Derek Schult,1187 Coventry Woods Dr,45230,740000,3/30/2001,5,4,1991,5152,52272,4
Zachary Durst,2056 Clermontville Laurel Rd LOT 10,45157,140000,12/19/2023,2,2,1992,1560,217800,NA
Sarah Schaefer,"3584 Pebble Creek Ct, Mason, OH",45040,280000,11/24/2023,3,3,1992,"1,548","9,583",2
Heather Stoffer,"6859 Foxfield Dr, Mason, OH ",45040,520000,12/13/2023,4,4,1992,"2,774","14,810",2
Kijung Lee,"6859 Foxfield Dr, Mason, OH",45040,520000,12/13/2023,4,4,1992,2774,14810,NA
Caylee Rosa,"525 Meadowtrail Ct, Cincinnati, OH",45231,550000,11/8/2023,4,4,1992,"2,446",25700.4,2
Nikhita Veluri,"525 Meadowtrail Ct, Cincinnati, OH",45231,550000,11/8/2023,4,3.5,1992,2446,25700,2
Nishit Raj,"525 Meadowtrail Ct, Cincinnati, OH",45231,550000,11/8/2023,4,4,1992,2446,25700,2
Georgia Croci,"706 Springhill Lane, cincinnati OH",45226,1237500,11/8/2023,4,6,1992,4813,37026,NA
Hrishikesh Anil Patil,"181 Palisades Poin, Cincinnati, OH",45238,135000,10/20/2021,2,2,1993,1262,18000,1
Ajay Mahato,"5630 Regimental Pl, Cincinnati, OH",45239,190000,1/4/2024,2,3,1993,1280,1785,2
Jessie Beyrer,"3833 Doris Dr, Okeana, OH",45053,254900,5/16/2013,4,4,1993,2682,226947.6,NA
Sarah Schaefer,"434 Cloverwood Dr, Mason, OH",45040,335000,11/27/2023,3,3,1993,"2,712","12,197",2
Ramvyasa Thavasiraj,"300 Kensington Ct, London, OH",43140,364000,8/24/2023,4,3,1993,1948,18760,2
Sarah Schaefer,"7125 White Oak Ct, Mason, OH",45040,420000,11/27/2023,3,3,1993,"2,424","12,197",2
Manan Sharma,"5946 Squirrelsnest Ln, Cincinnati, OH",45252,528000,7/28/2023,4,4,1993,2958,53143,2
Hunter Jessee,"10104 Kingsport Dr, Cincinnati, Ohio",45241,585000,12/21/2023,4,4,1993,3482,22215,3
Manan Sharma,"11679 Stone Mill Rd, Cincinnati, OH",45251,625000,9/22/2022,3,3,1993,2643,296208,2
Sarah Schaefer,"8805 Indian Hill Rd, Cincinnati, OH",45243,1650000,11/30/2023,4,6,1993,"6,983","43,996",3
Jessie Beyrer,"4026 Patty Dr, Okeana, OH",45053,54474,1/1/2000,3,2,1994,"1,512",241758,2
Jessie Beyrer,"3824 Lainey Dr, Okeana, OH",45053,84123,1/1/2000,5,3.5,1994,"2,845",220849.2,NA
Sarah Schaefer,"6306 Amber Ct, Mason, OH",45040,223500,11/22/2023,3,2,1994,"1,648","8,712",2
Ishaan Chaudhari,"5933 Vicksburg Ln, Indianapolis, IN",46254,280000,1/12/2024,3,3,1994,2576,9147,2
Srikar Kudumula,"134 Chrisman Ave, London, OH",43140,289900,12/20/2023,3,2,1994,1440,22215.6,2
Lokesh Rudravalambi Suresh,"5047 Dellers Glen Dr, Cincinnati",45238,319000,1/12/2024,4,3,1994,2056,5967,1
Jameson Zink,"5047 Dellers Glen Dr,Cincinnati,OH",45238,319900,1/12/2024,4,3,1994,2056,5967.72,NA
Surya Sanjay Bandari,"5047 Dellers Glen Dr, Cincinnati, OH 
",45238,319900,1/12/2024,4,3,1994,2056,5967,N/A
Nicole Baker,"4401 Abby Ct, Cincinnati, OH",45248,380000,12/19/2023,4,3,1994,2280,6765,2
Kory Bailey,"4780 Pewter Rd, Cincinnati, OH",45244,490000,12/9/2023,4,4.5,1994,3838,29185,2
Kijung Lee,"7768 Waters Edge Dr, Mason, OH",45040,560000,12/14/2023,4,4,1994,3785,16553,2
Aditya Raj Singhal,"1144 Ascot Dr, Maineville, OH",45039,620000,1/12/2024,4,5,1994,"3,704",31798.8,3
Aditya Raj Singhal,"974 Ridge Crest Dr, Gahanna, OH",43230,669000,1/9/2024,4,3,1994,"3,966",15246,3
Manan Sharma,"3025 W Kemper Rd, Cincinnati, OH",45251,875000,10/17/2023,4,3.5,1994,"3,230",669081,3
Manan Sharma,"11745 Colerain Ave, Cincinnati, OH",45252,980000,6/12/2023,4,5,1994,6825,109771,4
Nikhil Sai Kumar Runku,"322 Bishopsbridge Dr, Cincinnati, OH",45255,2000000,11/2/2021,5,9,1994,10692,174240,4
Surya Sanjay Bandari,"3355 Lindsay Ln UNIT 30, Cincinnati, OH ",45251,142500,12/29/2023,2,2,1995,1204,2287,1
Jameson Zink,"4589 Anthony Ave,Cincinnati,OH",45223,219900,1/12/2024,3,2,1995,1368,11325.6,NA
Ranjay Bose,"4589 Anthony Ave,Cincinnati,OH",45223,219900,1/12/2024,3,2,1995,1368,0.26,0
Kijung Lee,"6741 Ridgefield Ct, Mason, OH",45040,245000,1/5/2024,2,2,1995,1432,1158,1
Josie Wittwer,"6470 Copperleaf Ln, Cincinnati, OH ",45230,343000,7/27/2023,3,2,1995,"1,844","9,408",2
Ishaan Chaudhari,"576 Emerson Rd, Middletown",45042,470000,1/19/2022,3,3,1995,3808,9350154,4
Sarah Schaefer,"3655 Springside Dr, Mason, OH",45040,499900,11/27/2023,4,3,1995,"2,568","14,810",2
Adapa Veda Supraja,"3655 Springside Dr, Mason, OH",45040,499900,11/27/2023,4,3,1995,"2,568","14,810",2
Derek Schult,3468 Principio Ave,45208,617000,8/2/2016,5,4,1995,2620,7579,2
Nishit Raj,"6823 Rapid Run Rd, Cincinnati, OH",45233,650000,11/6/2023,5,5,1995,4755,25189,2
Hunter Jessee,"3488 Hickory Holw, Cincinnati, OH",45241,915000,12/7/2023,4,4,1995,3560,127800,3
Kijung Lee,"3488 Hickory Holw, Cincinnati, OH",45241,915000,2/7/2023,4,4,1995,3560,217800,3
Georgia Croci,"20 Hampton Court, cincinnati OH",45208,1058756,11/17/2023,3,5,1995,3700,12196,2
Jameson Zink,"3070 Preserve Ln APT 2B,Colerain Twp,OH",45239,122000,1/12/2024,2,2,1996,1197,NA,NA
Ranjay Bose,"3070 Preserve Ln UNIT 2-2B,Cincinnati,OH",45239,122000,1/12/2024,2,2,1996,1197,1.1,1
Ranjay Bose,"3070 Preserve Ln APT 2B,Colerain Twp,OH",45239,122000,1/12/2024,2,2,1996,1197,N/A,1
Surya Sanjay Bandari,"3070 Preserve Ln UNIT 2-2B, Cincinnati, OH ",45239,122000,1/12/2024,2,2,1996,1197,2019,1
Surya Sanjay Bandari,"3070 Preserve Ln APT 2B, Colerain Twp, OH ",45239,122000,1/12/2024,2,2,1996,1197,2019,1
Jayavardhan Reddy Mallu,"3070 Preserve Ln UNIT 2-2B, Cincinnati, OH",45239,122000,1/12/2024,2,2,1996,"1,197",43560,1
Robin Verdon,"6615 Roe St., Cincinnati, OH",45227,170000,11/16/2023,2,1,1996,1222,6316,
Kijung Lee,"405 Lawndale Ct, Lebanon, OH",45036,308000,12/15/2023,3,3,1996,1667,19166,2
Caylee Rosa,"1980 Miles Rd, Cincinnati, OH",45231,331500,11/10/2023,3,3,1996,"2,162",21344.4,1
Manan Sharma,"11603 Colerain Ave, Cincinnati, OH",45252,525000,8/11/2023,4,3,1996,3143,110642,2
Heather Stoffer,"5762 Brookstone Dr, Cincinnati, OH 45230",45230,728000,6/1/2023,4,5,1996,"3,253","24,394",2
Surya Sanjay Bandari,"8792 Carrousel Park Cir UNIT 146, Colerain Township, OH ",45251,150000,1/12/2024,2,2,1997,1208,2416,1
Jayavardhan Reddy Mallu,"8792 Carrousel Park Cir UNIT 146, Colerain Township, OH",45251,150000,1/12/2024,2,2,1997,"1,208",N/A,N/A
Bhargav Sreepathi,"4221 Endeavor Dr UNIT 204, Cincinnati, OH",45252,159000,11/17/2023,2,2,1997,1109,20473.2,1
Bhargav Sreepathi,"4221 Endeavor Dr UNIT 204, Cincinnati, OH",45252,159000,11/17/2023,2,2,1997,1109,20473.2,1
Bhargav Sreepathi,"4221 Endeavor Dr UNIT 204, Cincinnati, OH",45252,159000,11/17/2023,2,2,1997,1109,20473.2,1
Derek Schult,6549 Copperleaf Ln,45230,163600,8/15/1997,3,2.5,1997,1764,8624,2
Kijung Lee,"83A Clubhouse Ln, Lebanon, OH",45036,260000,12/27/2023,2,2,1997,1945,5414,1
Kijung Lee,"6362 Inverness Way, Mason, OH",45040,285000,12/20/2023,3,3,1997,1398,NA,2
Kijung Lee,"6624 Spring Arbor Dr, Mason, OH",45040,375000,12/22/2023,3,3,1997,1528,11326,NA
Jessie Beyrer,"3842 Doris Dr, Okeana, OH",45053,390000,8/14/2019,4,3,1997,3654,218235.6,4
Nishit Raj,"8012 Witts Mill Ln, Cincinnati, OH",45255,417000,11/3/2023,2,2,1997,1635,,2
Josie Wittwer,"486 Stanley Ave, Cincinnati, OH ",45226,435000,12/26/2023,2,2.5,1997,"1,899","3,310",open parking
Matt Guido,486 Stanley Ave,45226,435000,12/26/2023,2,2.5,1997,1899,3310,1
Heather Stoffer,"4601 Margaret Ct, Mason, OH ",45040,499000,12/21/2023,4,4,1997,"3,444","16,117",2
Kijung Lee,"4601 Margaret Ct, Mason, OH",45040,499000,12/21/2023,4,4,1997,3444,16117,2
Nikhil Sai Kumar Runku,"4601 Margaret Ct, Mason, OH",45040,499000,12/21/2023,4,4,1997,3444,16117,2
Adapa Veda Supraja,"4601 Margaret Ct, Mason, OH",45040,499000,12/21/2023,4,4,1997,3444,16117,2
Aditya Raj Singhal,"353 Blackberry Cir, Mount Washington, KY",40047,500000,1/9/2024,4,3,1997,"3,927",17424,2
Aditya Raj Singhal,"10901 Yorktown Xing, Carmel, IN",46032,524900,1/12/2024,4,3,1997,"3,237",17424,2
Sarah Schaefer,"5306 Crimson Glory Pl, Mason, OH",45040,545000,11/30/2023,4,3,1997,"2,187","12,632",2
Nicole Baker,"33 Muirfield Dr, North Bend, OH",45052,587500,10/14/2022,3,4,1997,2455,16552,2
Rachael Rahe,"3482 Fiddlers Green Rd, Cincinnati, OH",45248,1000000,2/5/2021,4,6,1997,7242,26973.6,3
Zachary Durst,"1732 Bainum Rd, New Richmond, OH",45157,90201,10/4/2023,3,3,1998,1837,43560,NA
Jameson Zink,"3070 Preserve Ln UNIT 2-2B,Cincinnati,OH",45239,122000,1/12/2024,2,2,1998,1197,47916,1
Ramvyasa Thavasiraj,"324 Bishop Dr, London, OH",43140,239900,10/20/2023,2,2,1998,1502,2178,2
Nikhil Sai Kumar Runku,"324 Bishop Dr, London, OH",43140,239900,10/20/2023,2,2,1998,1502,2178,2
